chrom	start0	end0	strand	ZN_transcript_index	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes
chr18	23452922	23452923	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452940	23452941	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452940	23452941	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452949	23452950	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452949	23452950	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452950	23452951	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452950	23452951	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452970	23452971	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452970	23452971	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452974	23452975	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452974	23452975	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452975	23452976	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452975	23452976	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452977	23452978	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452977	23452978	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452982	23452983	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452982	23452983	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452987	23452988	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452987	23452988	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452998	23452999	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452998	23452999	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452999	23453000	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23452999	23453000	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453002	23453003	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453002	23453003	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453005	23453006	+	1	0.0	0.0	0.0	0.0	1.0	0.0
chr18	23453005	23453006	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453008	23453009	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453009	23453010	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453019	23453020	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453019	23453020	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453020	23453021	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453020	23453021	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453042	23453043	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453042	23453043	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453047	23453048	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453047	23453048	+	2	0.0	0.0	0.0	1.0	0.0	0.0
chr18	23453053	23453054	+	1	0.0	0.0	0.0	0.0	1.0	0.0
chr18	23453053	23453054	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453058	23453059	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453058	23453059	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453063	23453064	+	1	0.0	0.0	0.0	0.0	1.0	0.0
chr18	23453063	23453064	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453064	23453065	+	1	0.0	0.0	0.0	0.0	1.0	0.0
chr18	23453064	23453065	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453069	23453070	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453069	23453070	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453070	23453071	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453070	23453071	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453079	23453080	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453079	23453080	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453080	23453081	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453080	23453081	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453082	23453083	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453082	23453083	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453084	23453085	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453084	23453085	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453085	23453086	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453085	23453086	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453086	23453087	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453086	23453087	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453091	23453092	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453091	23453092	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453095	23453096	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453095	23453096	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453096	23453097	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453096	23453097	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453097	23453098	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453097	23453098	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453100	23453101	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453100	23453101	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453101	23453102	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453101	23453102	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453102	23453103	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453102	23453103	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453105	23453106	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453105	23453106	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453106	23453107	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453106	23453107	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453107	23453108	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453107	23453108	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453110	23453111	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453110	23453111	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453112	23453113	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453112	23453113	+	2	0.0	0.0	0.0	1.0	0.0	0.0
chr18	23453116	23453117	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453116	23453117	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453119	23453120	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453119	23453120	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453124	23453125	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453124	23453125	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453125	23453126	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453125	23453126	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453126	23453127	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453126	23453127	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453127	23453128	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453127	23453128	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453131	23453132	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453131	23453132	+	2	0.0	0.0	0.0	0.466667	0.0	0.0
chr18	23453134	23453135	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453134	23453135	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453137	23453138	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453137	23453138	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453138	23453139	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453138	23453139	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453141	23453142	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453141	23453142	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453147	23453148	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453147	23453148	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453151	23453152	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453151	23453152	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453154	23453155	+	1	0.0	0.0	0.0	0.0	1.0	0.0
chr18	23453154	23453155	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453156	23453157	+	1	0.0	0.0	0.0	0.0	0.5	0.0
chr18	23453156	23453157	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453157	23453158	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453157	23453158	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453161	23453162	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453161	23453162	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453162	23453163	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453162	23453163	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453163	23453164	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453163	23453164	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453166	23453167	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453166	23453167	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453170	23453171	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453170	23453171	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453173	23453174	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453173	23453174	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453176	23453177	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453176	23453177	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453177	23453178	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453177	23453178	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453186	23453187	+	1	0.0	0.0	0.0	0.0	0.538462	0.0
chr18	23453186	23453187	+	2	0.0	0.0	0.0	1.0	0.0	0.0
chr18	23453187	23453188	+	1	0.0	0.0	0.0	0.0	0.428571	0.0
chr18	23453187	23453188	+	2	0.0	0.0	0.0	0.5	0.0	0.0
chr18	23453188	23453189	+	1	0.0	0.0	0.0	0.0	0.428571	0.0
chr18	23453188	23453189	+	2	0.0	0.0	0.0	0.428571	0.0	0.0
chr18	23453190	23453191	+	1	0.0	0.0	0.0	0.0	0.428571	0.0
chr18	23453190	23453191	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453191	23453192	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453191	23453192	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453192	23453193	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453192	23453193	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453198	23453199	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453198	23453199	+	2	0.0	0.0	0.0	0.428571	0.0	0.0
chr18	23453210	23453211	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453210	23453211	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453211	23453212	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453211	23453212	+	2	0.0	0.0	0.0	0.466667	0.0	0.0
chr18	23453223	23453224	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453223	23453224	+	2	0.0	0.0	0.0	0.466667	0.0	0.0
chr18	23453230	23453231	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453230	23453231	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453234	23453235	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453234	23453235	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453237	23453238	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453237	23453238	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453238	23453239	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453238	23453239	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453244	23453245	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453244	23453245	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453248	23453249	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453248	23453249	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453251	23453252	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453251	23453252	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453255	23453256	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453255	23453256	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453256	23453257	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453256	23453257	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453260	23453261	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453260	23453261	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453269	23453270	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453269	23453270	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453284	23453285	+	1	0.0	0.0	0.0	0.0	0.115385	0.0
chr18	23453284	23453285	+	2	0.0	0.0	0.0	0.230769	0.0	0.0
chr18	23453284	23453285	+	3	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453284	23453285	+	4	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453284	23453285	+	5	0.0	0.0	0.0	0.0	1.0	0.0
chr18	23453284	23453285	+	6	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453285	23453286	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453285	23453286	+	2	0.0	0.0	0.0	0.225806	0.0	0.0
chr18	23453285	23453286	+	3	0.0	0.0	0.0	0.0	0.428571	0.0
chr18	23453285	23453286	+	4	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453285	23453286	+	5	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453285	23453286	+	6	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453290	23453291	+	1	0.0	0.0	0.0	0.0	0.206349	0.0
chr18	23453290	23453291	+	2	0.0	0.0	0.0	0.371429	0.0	0.0
chr18	23453290	23453291	+	3	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453290	23453291	+	4	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453290	23453291	+	5	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453290	23453291	+	6	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453291	23453292	+	1	0.0	0.0	0.0	0.0	0.075	0.0
chr18	23453291	23453292	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453291	23453292	+	3	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453291	23453292	+	4	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453291	23453292	+	5	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453291	23453292	+	6	0.0	0.0	0.0	0.0	0.428571	0.0
chr18	23453295	23453296	+	1	0.428571	0.3	0.0	0.176471	0.08	0.071429
chr18	23453295	23453296	+	2	0.0	0.0	0.428571	0.0	0.45	0.0
chr18	23453295	23453296	+	3	0.0	0.0	0.0	0.0	0.290323	0.107143
chr18	23453295	23453296	+	4	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453295	23453296	+	5	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453295	23453296	+	6	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453297	23453298	+	1	0.302326	0.0	0.345455	0.109091	0.156863	0.092308
chr18	23453297	23453298	+	2	0.0	0.0	0.214286	0.214286	0.213483	0.0
chr18	23453297	23453298	+	3	0.0	0.0	0.0	0.285714	0.06383	0.171429
chr18	23453297	23453298	+	4	0.0	0.0	0.0	0.176471	0.272727	0.0
chr18	23453297	23453298	+	5	0.0	0.0	0.0	0.0	0.461538	0.5
chr18	23453297	23453298	+	6	0.0	0.0	0.0	0.0	0.3	0.0
chr18	23453298	23453299	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453298	23453299	+	5	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453300	23453301	+	1	0.243243	0.0	0.034826	0.106109	0.055649	0.03681
chr18	23453300	23453301	+	2	0.0	0.241379	0.115385	0.072626	0.046875	0.098592
chr18	23453300	23453301	+	3	0.0	0.0	0.0	0.081081	0.057269	0.140741
chr18	23453300	23453301	+	4	0.0	0.0	1.0	0.073684	0.0	0.0
chr18	23453300	23453301	+	5	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453300	23453301	+	6	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453301	23453302	+	1	0.05	0.0	0.111111	0.017544	0.046647	0.036827
chr18	23453301	23453302	+	2	0.0	0.0	0.0	0.029703	0.1	0.0
chr18	23453301	23453302	+	3	0.0	0.0	0.0	0.080745	0.044118	0.081081
chr18	23453301	23453302	+	4	0.0	0.0	0.0	0.048387	0.050847	0.0
chr18	23453301	23453302	+	5	0.0	0.0	0.0	0.206897	0.0	0.0
chr18	23453301	23453302	+	6	0.0	0.0	0.0	0.0	0.1	0.0
chr18	23453303	23453304	+	1	0.08	0.033493	0.022556	0.013699	0.031289	0.014019
chr18	23453303	23453304	+	2	0.0	0.0	0.0	0.0	0.016949	0.0
chr18	23453303	23453304	+	3	0.0	0.0	0.0	0.0	0.022222	0.032967
chr18	23453303	23453304	+	4	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453303	23453304	+	5	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453303	23453304	+	6	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453304	23453305	+	1	0.0	0.0	0.025271	0.026667	0.021951	0.012766
chr18	23453304	23453305	+	2	0.0	0.0	0.075	0.0	0.0	0.0
chr18	23453304	23453305	+	3	0.0	0.0	0.0	0.0	0.016949	0.0
chr18	23453304	23453305	+	4	0.0	0.0	0.0	0.0	0.037037	0.042857
chr18	23453304	23453305	+	5	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453304	23453305	+	6	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453306	23453307	+	1	0.0	0.02459	0.0	0.0	0.013483	0.0
chr18	23453306	23453307	+	2	0.0	0.0	0.0	0.0	0.018088	0.0
chr18	23453306	23453307	+	3	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453306	23453307	+	4	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453306	23453307	+	5	0.0	0.0	0.0	0.0	0.039474	0.0
chr18	23453306	23453307	+	6	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453307	23453308	+	1	0.032258	0.0	0.0	0.0	0.0	0.0
chr18	23453307	23453308	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453307	23453308	+	3	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453307	23453308	+	4	0.0	0.0	0.0	0.036145	0.0	0.0
chr18	23453307	23453308	+	5	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453307	23453308	+	6	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453309	23453310	+	1	0.0	0.0	0.0	0.0	0.428571	0.0
chr18	23453309	23453310	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453309	23453310	+	3	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453309	23453310	+	5	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453310	23453311	+	1	0.0	0.023438	0.024735	0.065263	0.076736	0.024194
chr18	23453310	23453311	+	2	0.155556	0.0	0.08046	0.048951	0.015707	0.068063
chr18	23453310	23453311	+	3	0.0	0.0	0.0	0.084906	0.03523	0.0
chr18	23453310	23453311	+	4	0.0	0.0	0.0	0.0	0.038961	0.0
chr18	23453310	23453311	+	5	0.0	0.0	0.0	0.096774	0.0	0.085714
chr18	23453310	23453311	+	6	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453312	23453313	+	1	0.061033	0.0	0.020548	0.0	0.007026	0.0
chr18	23453312	23453313	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453312	23453313	+	3	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453312	23453313	+	4	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453312	23453313	+	5	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453312	23453313	+	6	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453313	23453314	+	1	0.0	0.0	0.018987	0.024209	0.0	0.010949
chr18	23453313	23453314	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453313	23453314	+	3	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453313	23453314	+	4	0.0	0.0	0.0	0.030303	0.0	0.0
chr18	23453313	23453314	+	5	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453313	23453314	+	6	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453315	23453316	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453315	23453316	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453315	23453316	+	3	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453315	23453316	+	4	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453315	23453316	+	5	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453315	23453316	+	6	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453316	23453317	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453316	23453317	+	2	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453316	23453317	+	3	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453316	23453317	+	4	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453316	23453317	+	5	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453316	23453317	+	6	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453317	23453318	+	3	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453318	23453319	+	1	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453318	23453319	+	3	0.0	0.0	0.0	0.0	0.0	0.0
chr18	23453319	23453320	+	1	0.0	0.0	0.0	0.0	0.0	0.012048
