chrom	start0	end0	strand	ZN_transcript_index	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes
chr3	105366836	105366837	+	1	0.0	0.0	7.0	0.0	0.0	0.0
chr3	105366838	105366839	+	1	124.0	116.0	84.0	24.0	38.0	22.0
chr3	105366838	105366839	+	2	15.0	8.0	24.0	0.0	16.0	8.0
chr3	105366838	105366839	+	3	0.0	0.0	0.0	6.0	0.0	0.0
chr3	105366838	105366839	+	4	0.0	0.0	6.0	0.0	8.0	0.0
chr3	105366841	105366842	+	1	0.0	6.0	0.0	0.0	6.0	0.0
chr3	105366845	105366846	+	1	12.0	0.0	12.0	0.0	0.0	0.0
chr3	105366846	105366847	+	1	7.0	0.0	0.0	0.0	0.0	0.0
chr3	105366856	105366857	+	1	128.0	122.0	107.0	20.0	48.0	16.0
chr3	105366856	105366857	+	2	8.0	8.0	24.0	0.0	12.0	8.0
chr3	105366856	105366857	+	3	0.0	0.0	0.0	8.0	8.0	0.0
chr3	105366856	105366857	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366862	105366863	+	1	0.0	0.0	6.0	0.0	0.0	0.0
chr3	105366876	105366877	+	1	144.0	150.0	118.0	32.0	48.0	24.0
chr3	105366876	105366877	+	2	16.0	8.0	32.0	0.0	16.0	8.0
chr3	105366876	105366877	+	3	0.0	0.0	0.0	8.0	8.0	8.0
chr3	105366876	105366877	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366877	105366878	+	1	6.0	0.0	0.0	0.0	0.0	0.0
chr3	105366879	105366880	+	1	136.0	160.0	120.0	32.0	48.0	24.0
chr3	105366879	105366880	+	2	16.0	8.0	32.0	0.0	16.0	8.0
chr3	105366879	105366880	+	3	0.0	0.0	0.0	8.0	8.0	8.0
chr3	105366879	105366880	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366880	105366881	+	1	6.0	0.0	0.0	0.0	0.0	0.0
chr3	105366881	105366882	+	1	0.0	6.0	0.0	0.0	0.0	0.0
chr3	105366883	105366884	+	1	130.0	150.0	120.0	32.0	54.0	16.0
chr3	105366883	105366884	+	2	16.0	6.0	24.0	0.0	8.0	8.0
chr3	105366883	105366884	+	3	0.0	0.0	0.0	8.0	8.0	8.0
chr3	105366883	105366884	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366885	105366886	+	1	131.0	152.0	119.0	32.0	56.0	24.0
chr3	105366885	105366886	+	2	16.0	6.0	30.0	0.0	8.0	8.0
chr3	105366885	105366886	+	3	0.0	0.0	0.0	6.0	8.0	6.0
chr3	105366885	105366886	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366887	105366888	+	1	134.0	160.0	114.0	30.0	54.0	22.0
chr3	105366887	105366888	+	2	16.0	8.0	32.0	0.0	14.0	8.0
chr3	105366887	105366888	+	3	0.0	0.0	0.0	8.0	8.0	8.0
chr3	105366887	105366888	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366888	105366889	+	1	0.0	8.0	0.0	0.0	0.0	0.0
chr3	105366889	105366890	+	1	144.0	151.0	128.0	32.0	56.0	24.0
chr3	105366889	105366890	+	2	16.0	8.0	32.0	0.0	16.0	8.0
chr3	105366889	105366890	+	3	0.0	0.0	0.0	8.0	8.0	8.0
chr3	105366889	105366890	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366890	105366891	+	1	124.0	152.0	120.0	32.0	56.0	24.0
chr3	105366890	105366891	+	2	14.0	8.0	32.0	0.0	8.0	8.0
chr3	105366890	105366891	+	3	0.0	0.0	0.0	8.0	8.0	8.0
chr3	105366890	105366891	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366891	105366892	+	1	8.0	24.0	24.0	0.0	0.0	0.0
chr3	105366891	105366892	+	2	0.0	0.0	8.0	0.0	0.0	0.0
chr3	105366892	105366893	+	1	8.0	0.0	8.0	8.0	0.0	0.0
chr3	105366893	105366894	+	1	149.0	152.0	112.0	14.0	52.0	24.0
chr3	105366893	105366894	+	2	14.0	6.0	20.0	0.0	8.0	6.0
chr3	105366893	105366894	+	3	0.0	0.0	0.0	0.0	8.0	6.0
chr3	105366893	105366894	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366894	105366895	+	1	160.0	152.0	118.0	32.0	56.0	16.0
chr3	105366894	105366895	+	2	16.0	6.0	32.0	0.0	8.0	8.0
chr3	105366894	105366895	+	3	0.0	0.0	0.0	7.0	8.0	8.0
chr3	105366894	105366895	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366897	105366898	+	1	6.0	0.0	0.0	0.0	0.0	0.0
chr3	105366898	105366899	+	1	158.0	153.0	148.0	27.0	46.0	24.0
chr3	105366898	105366899	+	2	14.0	6.0	36.0	0.0	8.0	8.0
chr3	105366898	105366899	+	3	0.0	0.0	0.0	6.0	8.0	6.0
chr3	105366898	105366899	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366899	105366900	+	1	168.0	166.0	150.0	32.0	56.0	24.0
chr3	105366899	105366900	+	2	16.0	8.0	32.0	0.0	8.0	8.0
chr3	105366899	105366900	+	3	0.0	0.0	0.0	8.0	8.0	14.0
chr3	105366899	105366900	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366900	105366901	+	1	157.0	164.0	136.0	32.0	54.0	24.0
chr3	105366900	105366901	+	2	14.0	8.0	30.0	0.0	8.0	8.0
chr3	105366900	105366901	+	3	0.0	0.0	0.0	6.0	8.0	14.0
chr3	105366900	105366901	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366901	105366902	+	1	16.0	0.0	0.0	0.0	0.0	0.0
chr3	105366902	105366903	+	1	122.0	170.0	131.0	28.0	54.0	22.0
chr3	105366902	105366903	+	2	14.0	8.0	42.0	0.0	8.0	8.0
chr3	105366902	105366903	+	3	0.0	0.0	0.0	0.0	8.0	16.0
chr3	105366902	105366903	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366903	105366904	+	1	16.0	8.0	8.0	0.0	0.0	0.0
chr3	105366905	105366906	+	1	193.0	180.0	160.0	26.0	58.0	34.0
chr3	105366905	105366906	+	2	14.0	6.0	44.0	0.0	14.0	8.0
chr3	105366905	105366906	+	3	0.0	0.0	0.0	0.0	16.0	22.0
chr3	105366905	105366906	+	4	0.0	0.0	8.0	0.0	14.0	0.0
chr3	105366907	105366908	+	1	193.0	200.0	174.0	32.0	74.0	46.0
chr3	105366907	105366908	+	2	22.0	8.0	48.0	0.0	16.0	8.0
chr3	105366907	105366908	+	3	0.0	0.0	0.0	6.0	22.0	24.0
chr3	105366907	105366908	+	4	0.0	0.0	8.0	0.0	16.0	0.0
chr3	105366909	105366910	+	1	6.0	0.0	0.0	0.0	0.0	0.0
chr3	105366909	105366910	+	3	0.0	0.0	0.0	6.0	0.0	0.0
chr3	105366910	105366911	+	1	8.0	0.0	0.0	0.0	0.0	0.0
chr3	105366910	105366911	+	3	0.0	0.0	0.0	8.0	0.0	0.0
chr3	105366912	105366913	+	1	214.0	252.0	226.0	53.0	88.0	72.0
chr3	105366912	105366913	+	2	24.0	28.0	74.0	12.0	16.0	22.0
chr3	105366912	105366913	+	3	0.0	0.0	0.0	6.0	28.0	24.0
chr3	105366912	105366913	+	4	0.0	0.0	8.0	8.0	24.0	0.0
chr3	105366915	105366916	+	1	242.0	292.0	236.0	50.0	96.0	78.0
chr3	105366915	105366916	+	2	24.0	27.0	78.0	12.0	16.0	24.0
chr3	105366915	105366916	+	3	0.0	0.0	0.0	16.0	32.0	24.0
chr3	105366915	105366916	+	4	0.0	0.0	8.0	8.0	24.0	0.0
chr3	105366916	105366917	+	1	254.0	323.0	236.0	66.0	104.0	80.0
chr3	105366916	105366917	+	2	24.0	35.0	84.0	14.0	22.0	20.0
chr3	105366916	105366917	+	3	0.0	0.0	0.0	19.0	28.0	22.0
chr3	105366916	105366917	+	4	0.0	0.0	8.0	8.0	24.0	0.0
chr3	105366917	105366918	+	1	274.0	353.0	284.0	81.0	106.0	102.0
chr3	105366917	105366918	+	2	44.0	45.0	86.0	14.0	22.0	30.0
chr3	105366917	105366918	+	3	0.0	0.0	0.0	32.0	44.0	22.0
chr3	105366917	105366918	+	4	6.0	0.0	8.0	14.0	30.0	6.0
chr3	105366922	105366923	+	1	0.0	6.0	0.0	0.0	6.0	0.0
chr3	105366922	105366923	+	3	0.0	0.0	0.0	6.0	0.0	0.0
chr3	105366923	105366924	+	1	588.0	729.0	602.0	196.0	330.0	152.0
chr3	105366923	105366924	+	2	104.0	110.0	148.0	46.0	94.0	40.0
chr3	105366923	105366924	+	3	0.0	0.0	0.0	88.0	164.0	70.0
chr3	105366923	105366924	+	4	16.0	8.0	16.0	16.0	56.0	22.0
chr3	105366924	105366925	+	1	596.0	754.0	628.0	194.0	342.0	150.0
chr3	105366924	105366925	+	2	102.0	112.0	140.0	48.0	96.0	40.0
chr3	105366924	105366925	+	3	0.0	0.0	0.0	94.0	164.0	70.0
chr3	105366924	105366925	+	4	16.0	8.0	16.0	16.0	56.0	24.0
chr3	105366926	105366927	+	1	604.0	740.0	626.0	200.0	333.0	160.0
chr3	105366926	105366927	+	2	112.0	118.0	150.0	61.0	92.0	40.0
chr3	105366926	105366927	+	3	0.0	0.0	0.0	94.0	150.0	72.0
chr3	105366926	105366927	+	4	16.0	8.0	16.0	16.0	60.0	22.0
chr3	105366927	105366928	+	1	0.0	0.0	0.0	0.0	6.0	0.0
chr3	105366929	105366930	+	1	636.0	772.0	668.0	208.0	350.0	168.0
chr3	105366929	105366930	+	2	104.0	112.0	148.0	64.0	96.0	32.0
chr3	105366929	105366930	+	3	0.0	0.0	0.0	96.0	200.0	80.0
chr3	105366929	105366930	+	4	16.0	8.0	16.0	16.0	64.0	24.0
chr3	105366930	105366931	+	1	634.0	776.0	672.0	206.0	366.0	173.0
chr3	105366930	105366931	+	2	104.0	112.0	150.0	64.0	96.0	32.0
chr3	105366930	105366931	+	3	0.0	0.0	0.0	96.0	200.0	80.0
chr3	105366930	105366931	+	4	22.0	8.0	16.0	16.0	62.0	24.0
chr3	105366932	105366933	+	1	642.0	732.0	664.0	205.0	376.0	178.0
chr3	105366932	105366933	+	2	111.0	112.0	160.0	64.0	94.0	40.0
chr3	105366932	105366933	+	3	0.0	0.0	0.0	110.0	202.0	80.0
chr3	105366932	105366933	+	4	24.0	8.0	16.0	16.0	62.0	22.0
chr3	105366933	105366934	+	1	640.0	736.0	671.0	208.0	374.0	176.0
chr3	105366933	105366934	+	2	110.0	112.0	160.0	62.0	94.0	40.0
chr3	105366933	105366934	+	3	0.0	0.0	0.0	112.0	203.0	80.0
chr3	105366933	105366934	+	4	22.0	8.0	16.0	16.0	62.0	32.0
chr3	105366935	105366936	+	1	634.0	734.0	670.0	208.0	356.0	182.0
chr3	105366935	105366936	+	2	110.0	110.0	160.0	64.0	96.0	40.0
chr3	105366935	105366936	+	3	0.0	0.0	0.0	112.0	208.0	80.0
chr3	105366935	105366936	+	4	24.0	8.0	16.0	16.0	64.0	32.0
chr3	105366938	105366939	+	1	634.0	776.0	678.0	214.0	362.0	188.0
chr3	105366938	105366939	+	2	112.0	108.0	160.0	64.0	88.0	32.0
chr3	105366938	105366939	+	3	0.0	0.0	0.0	104.0	208.0	80.0
chr3	105366938	105366939	+	4	24.0	8.0	24.0	16.0	64.0	32.0
