chrom	start0	end0	strand	ZN_transcript_index	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes
chr3	105366785	105366786	+	1	133.0	125.0	101.0	16.0	40.0	16.0
chr3	105366785	105366786	+	2	16.0	5.0	24.0	0.0	16.0	8.0
chr3	105366785	105366786	+	3	0.0	0.0	0.0	5.0	8.0	0.0
chr3	105366785	105366786	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366791	105366792	+	1	5.0	0.0	0.0	0.0	5.0	0.0
chr3	105366794	105366795	+	1	0.0	5.0	0.0	0.0	0.0	0.0
chr3	105366796	105366797	+	1	92.0	127.0	92.0	16.0	37.0	16.0
chr3	105366796	105366797	+	2	16.0	0.0	21.0	0.0	8.0	8.0
chr3	105366796	105366797	+	3	0.0	0.0	0.0	8.0	8.0	0.0
chr3	105366796	105366797	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366797	105366798	+	1	127.0	119.0	90.0	16.0	40.0	16.0
chr3	105366797	105366798	+	2	16.0	5.0	23.0	0.0	16.0	0.0
chr3	105366797	105366798	+	3	0.0	0.0	0.0	8.0	8.0	0.0
chr3	105366797	105366798	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366799	105366800	+	2	0.0	0.0	0.0	0.0	0.0	5.0
chr3	105366800	105366801	+	1	113.0	124.0	98.0	16.0	34.0	10.0
chr3	105366800	105366801	+	2	13.0	5.0	21.0	0.0	16.0	0.0
chr3	105366800	105366801	+	3	0.0	0.0	0.0	8.0	5.0	0.0
chr3	105366800	105366801	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366809	105366810	+	1	0.0	0.0	8.0	0.0	5.0	0.0
chr3	105366813	105366814	+	1	0.0	5.0	0.0	0.0	0.0	0.0
chr3	105366815	105366816	+	1	5.0	0.0	0.0	0.0	0.0	0.0
chr3	105366816	105366817	+	3	0.0	0.0	0.0	0.0	5.0	0.0
chr3	105366817	105366818	+	2	5.0	0.0	0.0	0.0	0.0	0.0
chr3	105366817	105366818	+	3	0.0	0.0	0.0	0.0	5.0	0.0
chr3	105366818	105366819	+	1	5.0	0.0	0.0	0.0	0.0	0.0
chr3	105366819	105366820	+	1	0.0	0.0	8.0	0.0	5.0	0.0
chr3	105366820	105366821	+	1	5.0	5.0	5.0	0.0	0.0	0.0
chr3	105366820	105366821	+	2	5.0	0.0	0.0	0.0	0.0	0.0
chr3	105366820	105366821	+	3	0.0	0.0	0.0	0.0	5.0	0.0
chr3	105366821	105366822	+	1	0.0	0.0	0.0	5.0	0.0	0.0
chr3	105366822	105366823	+	1	0.0	0.0	0.0	5.0	0.0	0.0
chr3	105366824	105366825	+	1	117.0	100.0	73.0	21.0	40.0	16.0
chr3	105366824	105366825	+	2	8.0	8.0	24.0	0.0	16.0	8.0
chr3	105366824	105366825	+	3	0.0	0.0	0.0	5.0	5.0	0.0
chr3	105366824	105366825	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366825	105366826	+	1	119.0	103.0	74.0	21.0	45.0	16.0
chr3	105366825	105366826	+	2	13.0	8.0	24.0	0.0	16.0	8.0
chr3	105366825	105366826	+	3	0.0	0.0	0.0	5.0	5.0	0.0
chr3	105366825	105366826	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366827	105366828	+	1	8.0	5.0	0.0	5.0	0.0	0.0
chr3	105366828	105366829	+	1	5.0	5.0	0.0	0.0	0.0	0.0
chr3	105366828	105366829	+	3	0.0	0.0	0.0	0.0	5.0	0.0
chr3	105366829	105366830	+	1	0.0	5.0	0.0	0.0	0.0	0.0
chr3	105366830	105366831	+	3	0.0	0.0	0.0	0.0	5.0	0.0
chr3	105366831	105366832	+	1	5.0	13.0	0.0	0.0	0.0	0.0
chr3	105366832	105366833	+	1	121.0	103.0	71.0	21.0	45.0	21.0
chr3	105366832	105366833	+	2	13.0	8.0	24.0	0.0	16.0	8.0
chr3	105366832	105366833	+	3	0.0	0.0	0.0	5.0	5.0	0.0
chr3	105366832	105366833	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366834	105366835	+	1	5.0	0.0	0.0	0.0	0.0	0.0
chr3	105366835	105366836	+	1	118.0	111.0	81.0	21.0	45.0	21.0
chr3	105366835	105366836	+	2	13.0	8.0	24.0	0.0	16.0	8.0
chr3	105366835	105366836	+	3	0.0	0.0	0.0	5.0	5.0	0.0
chr3	105366835	105366836	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366837	105366838	+	1	124.0	119.0	92.0	21.0	42.0	21.0
chr3	105366837	105366838	+	2	13.0	8.0	24.0	0.0	16.0	8.0
chr3	105366837	105366838	+	3	0.0	0.0	0.0	8.0	0.0	0.0
chr3	105366837	105366838	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366839	105366840	+	1	0.0	0.0	0.0	0.0	0.0	5.0
chr3	105366840	105366841	+	1	0.0	0.0	0.0	0.0	5.0	0.0
chr3	105366842	105366843	+	1	100.0	124.0	95.0	21.0	45.0	21.0
chr3	105366842	105366843	+	2	13.0	8.0	24.0	0.0	16.0	8.0
chr3	105366842	105366843	+	3	0.0	0.0	0.0	5.0	5.0	0.0
chr3	105366842	105366843	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366843	105366844	+	3	0.0	0.0	0.0	5.0	0.0	0.0
chr3	105366846	105366847	+	1	113.0	122.0	98.0	21.0	39.0	21.0
chr3	105366846	105366847	+	2	13.0	8.0	24.0	0.0	16.0	8.0
chr3	105366846	105366847	+	3	0.0	0.0	0.0	5.0	5.0	0.0
chr3	105366846	105366847	+	4	0.0	0.0	8.0	0.0	0.0	0.0
chr3	105366850	105366851	+	1	133.0	125.0	101.0	24.0	45.0	21.0
chr3	105366850	105366851	+	2	13.0	8.0	24.0	0.0	16.0	8.0
chr3	105366850	105366851	+	3	0.0	0.0	0.0	5.0	5.0	0.0
chr3	105366850	105366851	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366853	105366854	+	1	133.0	122.0	101.0	24.0	48.0	21.0
chr3	105366853	105366854	+	2	13.0	8.0	24.0	0.0	16.0	8.0
chr3	105366853	105366854	+	3	0.0	0.0	0.0	5.0	8.0	0.0
chr3	105366853	105366854	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366856	105366857	+	1	0.0	5.0	0.0	0.0	0.0	5.0
chr3	105366859	105366860	+	1	0.0	5.0	0.0	0.0	0.0	0.0
chr3	105366861	105366862	+	1	141.0	128.0	112.0	16.0	48.0	16.0
chr3	105366861	105366862	+	2	8.0	8.0	24.0	0.0	16.0	8.0
chr3	105366861	105366862	+	3	0.0	0.0	0.0	8.0	8.0	0.0
chr3	105366861	105366862	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366863	105366864	+	1	149.0	133.0	117.0	24.0	48.0	21.0
chr3	105366863	105366864	+	2	13.0	8.0	32.0	0.0	16.0	8.0
chr3	105366863	105366864	+	3	0.0	0.0	0.0	8.0	8.0	0.0
chr3	105366863	105366864	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366865	105366866	+	1	5.0	0.0	0.0	0.0	0.0	0.0
chr3	105366866	105366867	+	1	146.0	142.0	120.0	24.0	42.0	24.0
chr3	105366866	105366867	+	2	16.0	8.0	32.0	0.0	16.0	8.0
chr3	105366866	105366867	+	3	0.0	0.0	0.0	8.0	8.0	8.0
chr3	105366866	105366867	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366869	105366870	+	1	146.0	144.0	120.0	29.0	48.0	24.0
chr3	105366869	105366870	+	2	16.0	8.0	32.0	0.0	16.0	5.0
chr3	105366869	105366870	+	3	0.0	0.0	0.0	8.0	8.0	8.0
chr3	105366869	105366870	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366870	105366871	+	1	149.0	154.0	120.0	32.0	48.0	24.0
chr3	105366870	105366871	+	2	16.0	8.0	32.0	0.0	16.0	8.0
chr3	105366870	105366871	+	3	0.0	0.0	0.0	8.0	8.0	8.0
chr3	105366870	105366871	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366871	105366872	+	1	141.0	151.0	120.0	29.0	48.0	24.0
chr3	105366871	105366872	+	2	16.0	8.0	32.0	0.0	13.0	8.0
chr3	105366871	105366872	+	3	0.0	0.0	0.0	5.0	8.0	8.0
chr3	105366871	105366872	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366873	105366874	+	1	141.0	157.0	120.0	32.0	48.0	24.0
chr3	105366873	105366874	+	2	16.0	8.0	32.0	0.0	16.0	8.0
chr3	105366873	105366874	+	3	0.0	0.0	0.0	8.0	8.0	8.0
chr3	105366873	105366874	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366874	105366875	+	1	0.0	5.0	0.0	0.0	0.0	0.0
chr3	105366876	105366877	+	1	0.0	5.0	0.0	0.0	0.0	0.0
chr3	105366877	105366878	+	1	135.0	148.0	120.0	32.0	48.0	24.0
chr3	105366877	105366878	+	2	16.0	8.0	32.0	0.0	16.0	8.0
chr3	105366877	105366878	+	3	0.0	0.0	0.0	8.0	8.0	8.0
chr3	105366877	105366878	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366878	105366879	+	1	0.0	8.0	0.0	0.0	0.0	0.0
chr3	105366882	105366883	+	1	133.0	146.0	120.0	29.0	53.0	16.0
chr3	105366882	105366883	+	2	16.0	8.0	24.0	0.0	8.0	8.0
chr3	105366882	105366883	+	3	0.0	0.0	0.0	8.0	8.0	8.0
chr3	105366882	105366883	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366884	105366885	+	1	144.0	160.0	120.0	32.0	56.0	24.0
chr3	105366884	105366885	+	2	16.0	5.0	32.0	0.0	8.0	8.0
chr3	105366884	105366885	+	3	0.0	0.0	0.0	8.0	8.0	8.0
chr3	105366884	105366885	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366886	105366887	+	1	138.0	148.0	117.0	32.0	56.0	24.0
chr3	105366886	105366887	+	2	16.0	5.0	32.0	0.0	16.0	8.0
chr3	105366886	105366887	+	3	0.0	0.0	0.0	8.0	8.0	5.0
chr3	105366886	105366887	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366888	105366889	+	1	8.0	0.0	8.0	0.0	0.0	0.0
chr3	105366889	105366890	+	1	0.0	8.0	0.0	0.0	0.0	0.0
chr3	105366891	105366892	+	1	0.0	8.0	0.0	0.0	0.0	0.0
chr3	105366892	105366893	+	1	0.0	0.0	8.0	0.0	5.0	0.0
chr3	105366893	105366894	+	1	0.0	0.0	0.0	5.0	0.0	0.0
chr3	105366894	105366895	+	1	0.0	8.0	0.0	0.0	0.0	8.0
chr3	105366895	105366896	+	1	153.0	144.0	112.0	26.0	50.0	15.0
chr3	105366895	105366896	+	2	13.0	5.0	34.0	0.0	8.0	8.0
chr3	105366895	105366896	+	3	0.0	0.0	0.0	0.0	5.0	5.0
chr3	105366895	105366896	+	4	0.0	0.0	5.0	0.0	8.0	0.0
chr3	105366901	105366902	+	1	16.0	0.0	0.0	0.0	0.0	0.0
chr3	105366902	105366903	+	1	5.0	0.0	0.0	0.0	0.0	0.0
chr3	105366903	105366904	+	1	5.0	0.0	0.0	0.0	0.0	0.0
chr3	105366904	105366905	+	1	146.0	172.0	124.0	29.0	53.0	24.0
chr3	105366904	105366905	+	2	16.0	5.0	37.0	0.0	8.0	8.0
chr3	105366904	105366905	+	3	0.0	0.0	0.0	0.0	16.0	16.0
chr3	105366904	105366905	+	4	0.0	0.0	8.0	0.0	8.0	0.0
chr3	105366908	105366909	+	1	199.0	202.0	170.0	44.0	80.0	55.0
chr3	105366908	105366909	+	2	21.0	10.0	52.0	0.0	16.0	8.0
chr3	105366908	105366909	+	3	0.0	0.0	0.0	10.0	29.0	24.0
chr3	105366908	105366909	+	4	0.0	0.0	8.0	5.0	21.0	0.0
chr3	105366910	105366911	+	1	194.0	218.0	212.0	50.0	85.0	72.0
chr3	105366910	105366911	+	2	21.0	23.0	64.0	0.0	16.0	16.0
chr3	105366910	105366911	+	3	0.0	0.0	0.0	5.0	32.0	21.0
chr3	105366910	105366911	+	4	0.0	0.0	8.0	8.0	24.0	0.0
chr3	105366913	105366914	+	1	235.0	268.0	242.0	53.0	93.0	77.0
chr3	105366913	105366914	+	2	21.0	26.0	71.0	13.0	13.0	21.0
chr3	105366913	105366914	+	3	0.0	0.0	0.0	13.0	32.0	24.0
chr3	105366913	105366914	+	4	0.0	0.0	8.0	8.0	21.0	0.0
chr3	105366919	105366920	+	1	0.0	8.0	0.0	0.0	0.0	0.0
chr3	105366920	105366921	+	1	389.0	486.0	428.0	133.0	256.0	120.0
chr3	105366920	105366921	+	2	76.0	61.0	122.0	16.0	45.0	32.0
chr3	105366920	105366921	+	3	0.0	0.0	0.0	66.0	100.0	37.0
chr3	105366920	105366921	+	4	16.0	7.0	8.0	16.0	40.0	8.0
chr3	105366922	105366923	+	1	535.0	680.0	588.0	191.0	322.0	146.0
chr3	105366922	105366923	+	2	101.0	98.0	144.0	31.0	76.0	40.0
chr3	105366922	105366923	+	3	0.0	0.0	0.0	90.0	151.0	66.0
chr3	105366922	105366923	+	4	16.0	8.0	13.0	16.0	56.0	16.0
chr3	105366924	105366925	+	2	0.0	0.0	5.0	0.0	0.0	0.0
chr3	105366927	105366928	+	1	8.0	0.0	0.0	0.0	0.0	0.0
chr3	105366931	105366932	+	1	0.0	0.0	5.0	0.0	0.0	0.0
chr3	105366940	105366941	+	1	0.0	8.0	0.0	0.0	8.0	0.0
chr3	105366943	105366944	+	1	8.0	0.0	0.0	8.0	0.0	0.0
chr3	105366945	105366946	+	3	0.0	0.0	0.0	0.0	5.0	0.0
chr3	105366946	105366947	+	1	474.0	602.0	570.0	178.0	263.0	151.0
chr3	105366946	105366947	+	2	90.0	89.0	140.0	55.0	63.0	24.0
chr3	105366946	105366947	+	3	0.0	0.0	0.0	86.0	188.0	52.0
chr3	105366946	105366947	+	4	21.0	8.0	21.0	16.0	48.0	29.0
chr3	105366948	105366949	+	1	8.0	0.0	0.0	0.0	0.0	0.0
chr3	105366949	105366950	+	1	548.0	662.0	620.0	165.0	306.0	177.0
chr3	105366949	105366950	+	2	100.0	98.0	138.0	68.0	74.0	31.0
chr3	105366949	105366950	+	3	0.0	0.0	0.0	108.0	179.0	60.0
chr3	105366949	105366950	+	4	21.0	5.0	18.0	13.0	60.0	21.0
chr3	105366952	105366953	+	1	5.0	0.0	0.0	0.0	0.0	0.0
chr3	105366954	105366955	+	1	0.0	0.0	5.0	0.0	0.0	0.0
chr3	105366955	105366956	+	1	13.0	0.0	0.0	0.0	0.0	0.0
chr3	105366955	105366956	+	2	0.0	0.0	0.0	0.0	8.0	0.0
chr3	105366957	105366958	+	1	8.0	0.0	0.0	0.0	0.0	0.0
chr3	105366957	105366958	+	2	0.0	0.0	0.0	0.0	8.0	0.0
chr3	105366958	105366959	+	1	561.0	696.0	584.0	174.0	327.0	166.0
chr3	105366958	105366959	+	2	105.0	92.0	148.0	55.0	74.0	42.0
chr3	105366958	105366959	+	3	0.0	0.0	0.0	108.0	179.0	63.0
chr3	105366958	105366959	+	4	13.0	5.0	18.0	10.0	55.0	29.0
chr3	105366962	105366963	+	1	8.0	0.0	0.0	0.0	0.0	0.0
chr3	105366963	105366964	+	1	657.0	769.0	657.0	204.0	373.0	185.0
chr3	105366963	105366964	+	2	128.0	110.0	156.0	69.0	90.0	44.0
chr3	105366963	105366964	+	3	0.0	0.0	0.0	122.0	178.0	80.0
chr3	105366963	105366964	+	4	21.0	8.0	24.0	16.0	63.0	32.0
chr3	105366966	105366967	+	1	682.0	798.0	703.0	216.0	378.0	192.0
chr3	105366966	105366967	+	2	128.0	112.0	160.0	72.0	96.0	48.0
chr3	105366966	105366967	+	3	0.0	0.0	0.0	120.0	199.0	72.0
chr3	105366966	105366967	+	4	21.0	16.0	24.0	16.0	64.0	32.0
chr3	105366967	105366968	+	1	0.0	5.0	5.0	0.0	0.0	0.0
chr3	105366967	105366968	+	3	0.0	0.0	0.0	0.0	5.0	0.0
chr3	105366968	105366969	+	1	670.0	807.0	688.0	216.0	381.0	189.0
chr3	105366968	105366969	+	2	125.0	117.0	157.0	72.0	93.0	48.0
chr3	105366968	105366969	+	3	0.0	0.0	0.0	120.0	186.0	74.0
chr3	105366968	105366969	+	4	24.0	16.0	24.0	16.0	64.0	32.0
chr3	105366969	105366970	+	4	0.0	0.0	0.0	0.0	0.0	5.0
chr3	105366970	105366971	+	1	5.0	0.0	0.0	0.0	0.0	0.0
chr3	105366973	105366974	+	1	0.0	8.0	0.0	0.0	0.0	0.0
chr3	105366975	105366976	+	1	0.0	8.0	0.0	0.0	0.0	0.0
chr3	105366979	105366980	+	1	0.0	8.0	0.0	0.0	0.0	0.0
chr3	105366980	105366981	+	1	0.0	5.0	0.0	0.0	0.0	0.0
chr3	105366980	105366981	+	2	5.0	0.0	0.0	5.0	0.0	0.0
chr3	105366982	105366983	+	1	0.0	5.0	0.0	0.0	0.0	0.0
chr3	105366983	105366984	+	1	0.0	5.0	0.0	0.0	0.0	0.0
chr3	105366989	105366990	+	3	0.0	0.0	0.0	0.0	8.0	0.0
chr3	105366991	105366992	+	1	8.0	0.0	8.0	0.0	0.0	0.0
chr3	105366992	105366993	+	1	5.0	0.0	0.0	0.0	5.0	0.0
chr3	105366992	105366993	+	2	8.0	0.0	0.0	5.0	0.0	0.0
chr3	105366999	105367000	+	1	682.0	826.0	692.0	213.0	392.0	208.0
chr3	105366999	105367000	+	2	128.0	128.0	168.0	69.0	88.0	48.0
chr3	105366999	105367000	+	3	0.0	0.0	0.0	122.0	202.0	79.0
chr3	105366999	105367000	+	4	24.0	16.0	24.0	16.0	64.0	32.0
chr3	105367001	105367002	+	3	0.0	0.0	0.0	5.0	0.0	0.0
chr3	105367004	105367005	+	1	13.0	0.0	8.0	0.0	0.0	0.0
chr3	105367004	105367005	+	3	0.0	0.0	0.0	0.0	0.0	5.0
chr3	105367005	105367006	+	1	0.0	0.0	13.0	0.0	0.0	0.0
chr3	105367005	105367006	+	3	0.0	0.0	0.0	5.0	0.0	0.0
chr3	105367006	105367007	+	1	0.0	0.0	8.0	0.0	0.0	0.0
chr3	105367007	105367008	+	1	13.0	13.0	0.0	7.0	0.0	0.0
chr3	105367007	105367008	+	3	0.0	0.0	0.0	0.0	0.0	5.0
chr3	105367007	105367008	+	4	0.0	8.0	0.0	0.0	5.0	0.0
chr3	105367009	105367010	+	1	675.0	803.0	675.0	216.0	392.0	200.0
chr3	105367009	105367010	+	2	128.0	122.0	168.0	72.0	88.0	48.0
chr3	105367009	105367010	+	3	0.0	0.0	0.0	114.0	194.0	79.0
chr3	105367009	105367010	+	4	24.0	16.0	21.0	16.0	63.0	32.0
chr3	105367010	105367011	+	1	0.0	0.0	0.0	0.0	0.0	8.0
chr3	105367010	105367011	+	2	0.0	0.0	0.0	0.0	8.0	0.0
chr3	105367012	105367013	+	1	689.0	806.0	671.0	216.0	369.0	199.0
chr3	105367012	105367013	+	2	119.0	128.0	164.0	66.0	96.0	48.0
chr3	105367012	105367013	+	3	0.0	0.0	0.0	128.0	204.0	74.0
chr3	105367012	105367013	+	4	24.0	13.0	24.0	13.0	64.0	32.0
chr3	105367020	105367021	+	1	0.0	0.0	8.0	0.0	0.0	0.0
chr3	105367024	105367025	+	1	675.0	793.0	676.0	210.0	386.0	202.0
chr3	105367024	105367025	+	2	128.0	127.0	164.0	69.0	93.0	48.0
chr3	105367024	105367025	+	3	0.0	0.0	0.0	122.0	202.0	77.0
chr3	105367024	105367025	+	4	24.0	16.0	24.0	16.0	64.0	29.0
chr3	105367028	105367029	+	1	638.0	794.0	670.0	200.0	385.0	201.0
chr3	105367028	105367029	+	2	124.0	125.0	155.0	72.0	93.0	40.0
chr3	105367028	105367029	+	3	0.0	0.0	0.0	119.0	200.0	72.0
chr3	105367028	105367029	+	4	24.0	16.0	23.0	16.0	56.0	26.0
chr3	105367029	105367030	+	1	8.0	0.0	0.0	0.0	0.0	0.0
chr3	105367030	105367031	+	1	694.0	814.0	674.0	207.0	378.0	181.0
chr3	105367030	105367031	+	2	117.0	128.0	168.0	72.0	88.0	37.0
chr3	105367030	105367031	+	3	0.0	0.0	0.0	109.0	189.0	72.0
chr3	105367030	105367031	+	4	24.0	16.0	24.0	16.0	56.0	32.0
chr3	105367036	105367037	+	1	682.0	806.0	673.0	213.0	375.0	193.0
chr3	105367036	105367037	+	2	117.0	125.0	160.0	72.0	88.0	45.0
chr3	105367036	105367037	+	3	0.0	0.0	0.0	125.0	199.0	80.0
chr3	105367036	105367037	+	4	24.0	8.0	24.0	16.0	64.0	29.0
chr3	105367038	105367039	+	1	8.0	0.0	0.0	0.0	0.0	0.0
chr3	105367042	105367043	+	1	663.0	816.0	632.0	192.0	360.0	192.0
chr3	105367042	105367043	+	2	120.0	128.0	152.0	72.0	96.0	48.0
chr3	105367042	105367043	+	3	0.0	0.0	0.0	120.0	200.0	80.0
chr3	105367042	105367043	+	4	16.0	8.0	24.0	16.0	61.0	32.0
chr3	105367043	105367044	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr3	105367043	105367044	+	3	0.0	0.0	0.0	0.0	8.0	0.0
chr3	105367044	105367045	+	1	8.0	0.0	0.0	0.0	0.0	0.0
chr3	105367044	105367045	+	3	0.0	0.0	0.0	0.0	8.0	0.0
chr3	105367045	105367046	+	1	653.0	781.0	661.0	194.0	390.0	196.0
chr3	105367045	105367046	+	2	125.0	125.0	151.0	60.0	85.0	48.0
chr3	105367045	105367046	+	3	0.0	0.0	0.0	136.0	186.0	80.0
chr3	105367045	105367046	+	4	24.0	16.0	24.0	16.0	53.0	32.0
chr3	105367046	105367047	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr3	105367048	105367049	+	1	696.0	826.0	698.0	205.0	397.0	205.0
chr3	105367048	105367049	+	2	125.0	128.0	160.0	64.0	96.0	48.0
chr3	105367048	105367049	+	3	0.0	0.0	0.0	136.0	205.0	77.0
chr3	105367048	105367049	+	4	21.0	16.0	24.0	16.0	64.0	32.0
chr3	105367051	105367052	+	1	676.0	807.0	695.0	204.0	391.0	199.0
chr3	105367051	105367052	+	2	117.0	122.0	168.0	58.0	88.0	48.0
chr3	105367051	105367052	+	3	0.0	0.0	0.0	125.0	208.0	80.0
chr3	105367051	105367052	+	4	24.0	16.0	24.0	16.0	64.0	32.0
chr3	105367054	105367055	+	1	700.0	813.0	679.0	208.0	391.0	205.0
chr3	105367054	105367055	+	2	117.0	128.0	165.0	71.0	88.0	48.0
chr3	105367054	105367055	+	3	0.0	0.0	0.0	136.0	208.0	80.0
chr3	105367054	105367055	+	4	24.0	16.0	24.0	16.0	64.0	32.0
chr3	105367055	105367056	+	1	0.0	0.0	0.0	0.0	8.0	0.0
chr3	105367056	105367057	+	1	8.0	0.0	0.0	0.0	0.0	0.0
chr3	105367058	105367059	+	2	5.0	0.0	0.0	0.0	0.0	0.0
chr3	105367059	105367060	+	1	690.0	816.0	659.0	208.0	400.0	200.0
chr3	105367059	105367060	+	2	122.0	128.0	168.0	72.0	93.0	48.0
chr3	105367059	105367060	+	3	0.0	0.0	0.0	144.0	205.0	80.0
chr3	105367059	105367060	+	4	24.0	16.0	24.0	16.0	64.0	32.0
